ID,Age,Attrition,AttritionBinary,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,DailyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
318,24,No,0,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1981,2,Male,45,2,2,Healthcare Representative,3,Single,4617,14120,771,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2
319,39,No,0,Travel_Rarely,Sales,21,4,Life Sciences,1,1390,1,Male,44,2,2,Sales Executive,4,Married,6120,3567,1498,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4
320,19,No,0,Travel_Rarely,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,265,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1
321,32,No,0,Non-Travel,Research & Development,1,3,Life Sciences,1,951,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,1184,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2
322,34,No,0,Travel_Rarely,Research & Development,1,5,Life Sciences,1,683,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1397,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
323,30,No,0,Travel_Frequently,Research & Development,5,4,Life Sciences,1,861,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,1012,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3
324,46,No,0,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,1003,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
325,39,No,0,Travel_Rarely,Research & Development,1,1,Life Sciences,1,1026,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,466,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8
326,27,No,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1,933,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,618,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0
327,44,No,0,Travel_Rarely,Research & Development,7,3,Medical,1,1608,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,1313,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10
328,42,No,0,Travel_Rarely,Research & Development,18,4,Life Sciences,1,1998,4,Male,35,3,2,Research Scientist,1,Divorced,5410,11189,557,6,Y,Yes,17,3,3,80,1,9,3,2,4,3,1,2
329,38,No,0,Travel_Frequently,Research & Development,8,3,Medical,1,1937,4,Female,58,2,2,Research Scientist,2,Divorced,2133,18115,1394,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7
330,42,No,0,Travel_Rarely,Human Resources,10,3,Human Resources,1,1408,3,Female,31,3,4,Manager,1,Married,16799,16616,1147,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9
331,49,No,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,15379,22384,809,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
334,27,No,0,Travel_Rarely,Research & Development,1,2,Life Sciences,1,725,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,608,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7
335,59,No,0,Non-Travel,Human Resources,2,4,Human Resources,1,140,3,Female,32,2,5,Manager,4,Married,18844,21922,1420,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2
337,35,No,0,Travel_Frequently,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1182,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
338,34,No,0,Travel_Frequently,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,618,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4
340,27,No,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,54,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,19715,1240,1,Y,No,13,3,4,80,1,1,6,3,1,0,0,0
341,36,No,0,Travel_Rarely,Research & Development,5,4,Life Sciences,1,51,2,Female,82,2,1,Research Scientist,1,Married,3419,13072,852,9,Y,Yes,14,3,4,80,1,6,3,4,1,1,0,0
342,28,No,0,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1296,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,193,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
343,33,No,0,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,654,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
344,30,No,0,Travel_Frequently,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,160,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
345,30,No,0,Travel_Rarely,Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,1329,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3
346,39,No,0,Travel_Rarely,Sales,15,4,Marketing,1,1975,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,119,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10
347,34,No,0,Travel_Frequently,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,1003,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2
348,26,No,0,Travel_Frequently,Research & Development,1,3,Life Sciences,1,384,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1479,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4
349,44,No,0,Non-Travel,Research & Development,17,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,111,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0
350,56,No,0,Travel_Rarely,Research & Development,9,3,Medical,1,762,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,832,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1
351,42,No,0,Travel_Rarely,Research & Development,6,3,Medical,1,1911,3,Male,83,3,3,Research Director,1,Married,13348,14842,1396,9,Y,No,13,3,2,80,1,18,3,4,13,7,5,7
352,31,No,0,Travel_Rarely,Sales,7,3,Technical Degree,1,416,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,218,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7
353,40,No,0,Travel_Frequently,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,902,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0
354,40,No,0,Non-Travel,Research & Development,8,2,Life Sciences,1,1552,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,1142,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2
355,41,No,0,Travel_Rarely,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447,26458,796,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5
356,34,No,0,Travel_Rarely,Sales,3,3,Other,1,1478,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,1326,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12
357,26,No,0,Travel_Rarely,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,841,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3
359,32,No,0,Travel_Rarely,Research & Development,1,3,Medical,1,78,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,427,1,Y,Yes,22,4,2,80,1,9,3,3,9,8,7,8
360,36,No,0,Travel_Rarely,Research & Development,6,3,Life Sciences,1,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,1403,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11
361,52,No,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1,259,3,Male,65,2,5,Manager,3,Married,19999,5678,699,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9
364,40,No,0,Travel_Rarely,Research & Development,2,2,Medical,1,352,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,1416,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,9
365,55,No,0,Travel_Rarely,Research & Development,2,2,Medical,1,1336,4,Female,58,1,5,Manager,3,Married,19187,6992,282,4,Y,No,14,3,4,80,1,23,5,3,19,9,9,11
366,56,No,0,Travel_Frequently,Sales,6,3,Life Sciences,1,532,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,906,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7
367,34,No,0,Travel_Frequently,Research & Development,19,3,Medical,1,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,135,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10
368,40,No,0,Travel_Rarely,Sales,9,2,Medical,1,1548,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,1342,0,Y,No,12,3,4,80,0,9,5,4,8,4,7,1
369,23,No,0,Travel_Rarely,Research & Development,10,3,Technical Degree,1,1592,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,977,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
370,32,No,0,Travel_Rarely,Research & Development,2,4,Medical,1,439,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,1018,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7
371,31,No,0,Travel_Frequently,Research & Development,1,1,Life Sciences,1,1011,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,853,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
372,30,No,0,Non-Travel,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,1398,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
373,45,No,0,Travel_Frequently,Research & Development,7,3,Life Sciences,1,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1249,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11
374,37,No,0,Travel_Rarely,Research & Development,10,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1470,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
375,20,No,0,Travel_Rarely,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,727,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
376,50,No,0,Travel_Frequently,Research & Development,22,5,Medical,1,1539,3,Male,88,1,4,Research Director,4,Single,14411,24450,333,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9
378,42,No,0,Travel_Rarely,Sales,12,4,Marketing,1,1943,2,Male,77,3,2,Sales Executive,4,Divorced,5087,2900,419,3,Y,Yes,12,3,3,80,2,14,4,3,0,0,0,0
379,29,No,0,Travel_Rarely,Research & Development,15,1,Life Sciences,1,1202,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,942,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3
381,47,No,0,Travel_Rarely,Research & Development,5,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,18300,16375,1482,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1
382,26,No,0,Travel_Rarely,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1355,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7
383,48,No,0,Travel_Rarely,Sales,7,3,Marketing,1,1466,3,Male,96,3,2,Sales Executive,1,Divorced,5486,24795,1221,4,Y,No,11,3,1,80,3,15,3,3,2,2,2,2
384,23,No,0,Travel_Rarely,Sales,2,1,Technical Degree,1,113,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,541,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0
386,38,No,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1,950,4,Female,80,3,3,Research Director,1,Married,13582,16292,1333,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11
387,35,No,0,Travel_Frequently,Sales,1,3,Marketing,1,314,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,944,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8
388,29,No,0,Travel_Rarely,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,232,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2
389,36,No,0,Travel_Rarely,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,530,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
391,34,No,0,Travel_Rarely,Sales,8,2,Life Sciences,1,808,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,1111,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2
392,26,No,0,Travel_Rarely,Sales,23,3,Marketing,1,72,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,1443,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0
393,31,No,0,Non-Travel,Research & Development,3,2,Medical,1,1948,3,Male,48,3,1,Research Scientist,1,Divorced,3065,3995,976,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3
394,60,No,0,Travel_Frequently,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,1499,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11
395,42,No,0,Travel_Frequently,Research & Development,2,1,Medical,1,875,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,1271,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2
396,31,No,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,426,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,192,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2
397,46,No,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,17861,2288,1009,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1
399,56,No,0,Non-Travel,Research & Development,1,4,Life Sciences,1,2026,3,Male,57,3,2,Healthcare Representative,3,Divorced,6306,26236,667,1,Y,No,21,4,1,80,1,13,2,2,13,12,1,9
400,44,No,0,Travel_Frequently,Research & Development,2,1,Medical,1,1496,2,Male,86,3,3,Manufacturing Director,3,Single,10209,19719,1193,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2
401,30,No,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,317,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
402,42,No,0,Non-Travel,Research & Development,21,2,Medical,1,270,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,926,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2
403,47,No,0,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1856,2,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,207,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0
404,36,No,0,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,711,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
405,35,No,0,Travel_Rarely,Research & Development,27,1,Medical,1,856,3,Female,53,2,1,Research Scientist,1,Single,2559,17852,1343,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1
406,43,No,0,Travel_Rarely,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,782,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
407,31,No,0,Travel_Rarely,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,196,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7
408,36,No,0,Travel_Rarely,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,917,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7
409,53,No,0,Travel_Rarely,Sales,2,4,Life Sciences,1,23,1,Female,78,2,4,Manager,4,Married,15427,22021,1219,2,Y,No,16,3,3,80,0,31,3,3,25,8,3,7
410,43,No,0,Travel_Rarely,Research & Development,14,2,Life Sciences,1,843,2,Male,94,3,4,Research Director,1,Married,17159,5200,589,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0
411,36,No,0,Travel_Rarely,Human Resources,8,3,Life Sciences,1,878,1,Male,77,2,1,Human Resources,1,Married,2342,8635,1278,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3
412,41,No,0,Travel_Rarely,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,918,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7
413,37,No,0,Travel_Rarely,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,3022,10227,408,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0
414,32,No,0,Travel_Frequently,Sales,10,4,Marketing,1,1853,4,Male,79,3,2,Sales Executive,4,Single,4648,26075,1318,8,Y,No,13,3,3,80,0,4,2,4,0,0,0,0
416,35,No,0,Non-Travel,Research & Development,2,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,1180,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7
417,30,No,0,Non-Travel,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,1116,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7
418,36,No,0,Travel_Frequently,Research & Development,18,4,Life Sciences,1,407,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,566,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0
419,37,No,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,977,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11
420,29,No,0,Travel_Rarely,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,11935,21526,986,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7
421,34,No,0,Travel_Rarely,Research & Development,1,2,Medical,1,110,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1153,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3
422,37,No,0,Non-Travel,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,1063,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7
424,18,No,0,Non-Travel,Research & Development,1,3,Life Sciences,1,1368,4,Female,97,3,1,Laboratory Technician,4,Single,1611,19305,1124,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0
425,28,No,0,Travel_Rarely,Sales,26,3,Life Sciences,1,1387,3,Male,48,2,2,Sales Executive,1,Married,4724,24232,736,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4
426,43,No,0,Travel_Rarely,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,415,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0
427,30,No,0,Non-Travel,Research & Development,7,3,Technical Degree,1,1482,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,990,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0
428,21,No,0,Travel_Rarely,Research & Development,3,2,Medical,1,379,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,996,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0
430,34,No,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,339,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,470,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9
431,27,No,0,Travel_Rarely,Sales,2,3,Life Sciences,1,437,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1377,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4
432,40,No,0,Non-Travel,Research & Development,16,2,Life Sciences,1,1340,3,Male,74,3,1,Research Scientist,3,Divorced,3544,8532,458,9,Y,No,16,3,2,80,1,6,0,3,4,2,0,0
434,29,No,0,Travel_Rarely,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,590,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
435,40,No,0,Travel_Rarely,Sales,10,4,Marketing,1,954,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,658,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0
436,27,No,0,Travel_Rarely,Sales,8,4,Marketing,1,458,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1130,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7
438,26,No,0,Travel_Rarely,Research & Development,1,3,Medical,1,1952,3,Male,95,3,1,Laboratory Technician,1,Single,2867,20006,157,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6
440,38,No,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1,724,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,827,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8
441,32,No,0,Travel_Frequently,Research & Development,2,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,1316,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7
442,29,No,0,Travel_Rarely,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,1082,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2
444,44,No,0,Travel_Rarely,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,528,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
445,46,No,0,Travel_Rarely,Research & Development,2,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,734,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2
446,47,No,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1438,1,Male,74,3,1,Research Scientist,4,Married,3420,10205,465,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2
447,38,No,0,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,1189,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
448,42,No,0,Travel_Rarely,Research & Development,13,3,Medical,1,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,1128,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0
449,38,No,0,Travel_Frequently,Research & Development,29,5,Life Sciences,1,79,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,653,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9
450,45,No,0,Non-Travel,Sales,26,3,Marketing,1,1612,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,336,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
451,33,No,0,Travel_Rarely,Research & Development,15,2,Medical,1,2009,2,Female,95,3,2,Healthcare Representative,4,Married,4878,21653,501,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1
452,44,No,0,Travel_Rarely,Research & Development,20,3,Life Sciences,1,1475,4,Male,49,3,1,Research Scientist,2,Single,3420,21158,1467,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3
454,33,No,0,Travel_Rarely,Sales,10,4,Marketing,1,1924,2,Male,43,3,2,Sales Executive,3,Single,5487,10410,217,1,Y,No,14,3,2,80,0,10,2,2,10,4,0,9
455,48,No,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,Married,15402,17997,1236,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
456,40,No,0,Travel_Rarely,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,19833,4349,611,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8
457,31,No,0,Travel_Rarely,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1112,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
458,51,No,0,Travel_Rarely,Sales,21,4,Marketing,1,120,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,632,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0
459,56,No,0,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1441,1,Female,90,3,1,Research Scientist,1,Married,2066,10494,1255,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0
460,36,No,0,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1435,1,Male,37,2,2,Laboratory Technician,4,Single,5810,22604,172,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8
461,42,No,0,Travel_Frequently,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,1474,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0
462,36,No,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,311,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
463,50,No,0,Travel_Frequently,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,809,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1
464,31,No,0,Travel_Frequently,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,163,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
466,38,No,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,24,4,Male,45,3,1,Research Scientist,4,Single,3944,4306,371,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2
467,36,No,0,Travel_Rarely,Sales,2,4,Life Sciences,1,1556,3,Male,70,3,1,Sales Representative,4,Single,2644,17001,1157,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2
468,36,No,0,Travel_Rarely,Research & Development,6,3,Life Sciences,1,97,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,132,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0
470,53,No,0,Travel_Rarely,Research & Development,13,2,Medical,1,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1084,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3
471,27,No,0,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1931,2,Male,41,3,1,Research Scientist,2,Married,2226,6073,1354,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2
473,45,No,0,Travel_Rarely,Research & Development,6,4,Other,1,101,4,Male,52,3,3,Research Director,1,Married,13245,15067,193,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0
474,45,No,0,Travel_Rarely,Research & Development,29,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,1316,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3
475,28,No,0,Travel_Rarely,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,895,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2
476,46,No,0,Travel_Frequently,Sales,5,4,Marketing,1,62,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,1211,4,Y,Yes,21,4,3,80,0,14,4,3,9,6,0,8
